StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_6_TEXT,school_selected,school_other,Q3,Q4,Q4_12_TEXT,Q5,Q5_8_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_6_TEXT,has_library,Q11,Q13,Q14,Q15,Q16,Q16_3_TEXT,Q17,Q18,Q18_3_TEXT,Q12,Q19,Q20,lantern_group,Q22,Q22_7_TEXT,Q23,Q24,Q24_3_TEXT,Q25,Q25_8_TEXT,Q26,Q27,Q28,Q28_18_TEXT,Q29,Q29_5_TEXT,Q30,menstrual_kit,Q32,Q33,Q33_5_TEXT,Q34,Q34_3_TEXT,Q35,Q35_4_TEXT,has_computers,Q37,Q37_9_TEXT,Q38,Q38_7_TEXT,Q39,Q40,Q40_4_TEXT,Q41,Q41_9_TEXT,Q42,Q43,school_name
2019-09-20 06:08:51,483,R_iRogKzVPyb1VOoF,5.550201416015625,-0.2174072265625,Portia owusu,NA,Wekpeti Abresu,NA,Male,11,NA,Class 5,NA,Yes,1-2 times,NA,NA,No problems,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,Other,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wekpeti Abresu
2019-09-24 03:49:55,1183,R_7Vq2SoM5WvE4i5O,6.9901830000000000353566065314225852489471435546875,-1.099426999999999932100536170764826238155364990234375,Joyce,NA,Other,Wenamda,Female,11,NA,Class 6,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,Yes,NA,NA,4 x per week,NA,No,"Homework,Exams,Dictation",Group not meeting often enough,NA,NA,NA,No,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenamda
2019-09-24 04:10:38,746,R_ebdOYh6GrVcgd2v,6.99021299999999978780351739260368049144744873046875,-1.0993839999999999168522890613530762493610382080078125,Joyce,NA,Other,Wenamda D A,Male,12,NA,Class 5,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,Yes,NA,NA,Every day,NA,No,"Homework,Exams",Group not meeting often enough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenamda D A
2019-09-24 04:24:17,718,R_gHKdyJLIsQzaKBa,6.99020300000000016638068700558505952358245849609375,-1.0994360000000000798792143541504628956317901611328125,Joyce,NA,Other,Wenamda,Female,13,NA,Class 4,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,Yes,NA,NA,3 x per week,NA,No,"Homework,Exams",Group not meeting often enough,NA,NA,NA,No,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenamda
2019-09-24 04:37:24,614,R_nZ137NpYoP3fvNt,6.990187999999999846068021724931895732879638671875,-1.0994010000000000726316784493974409997463226318359375,Joyce,NA,Other,Wenamda,Male,12,NA,Class 6,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,Yes,NA,NA,Every day,NA,Yes,"Reading,Homework,Exams,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenamda
2019-09-24 04:49:12,619,R_mNeDDhRzMAhLvar,6.99021500000000006735945135005749762058258056640625,-1.09940499999999996560973158921115100383758544921875,Joyce,NA,Other,Wenamda,Female,12,NA,Class 5,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,No,NA,NA,3 x per week,NA,No,"Homework,Exams",No Problem,NA,NA,NA,No,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenamda
2019-09-24 05:29:45,1263,R_nO9yCmLYwShT8D4,7.01926999999999967627672958769835531711578369140625,-1.1176850000000000395772303818375803530216217041015625,Joyce,NA,Dagomba,NA,Female,17,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"We do not visit the library, but my teacher brings us books from the library to read in our class",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,5,NA,No,NA,NA,5 x per week,NA,No,"Homework,Exams",No Problem,NA,NA,NA,Yes,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 05:51:48,738,R_4qmh86VcwpyArE2,7.0192519999999998248085830709896981716156005859375,-1.1176850000000000395772303818375803530216217041015625,Joyce,NA,Dagomba,NA,Male,17,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",Less than once a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,Yes,NA,NA,5 x per week,NA,Yes,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 06:05:38,723,R_2CsuvIl59oHQvFt,7.0192139999999998423163560801185667514801025390625,-1.117701999999999973312014844850637018680572509765625,Joyce,NA,Dagomba,NA,Female,13,NA,JHS Form 2,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,NA,Yes,NA,NA,5 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 06:19:28,675,R_gHQwJKKzyKApT6C,7.01929099999999994707877704058773815631866455078125,-1.11771200000000003882405508193187415599822998046875,Joyce,NA,Dagomba,NA,Female,16,NA,JHS Form 2,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,Yes,NA,NA,5 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 06:32:58,920,R_1sjarhBeQ6sJwO6,7.01926499999999986556531439418904483318328857421875,-1.1177010000000000555786527911550365388393402099609375,Joyce,NA,Dagomba,NA,Male,13,NA,JHS Form 2,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 06:49:50,837,R_47llpy7u9fxHeqh,7.01930000000000031690206014900468289852142333984375,-1.117696000000000022822632672614417970180511474609375,Joyce,NA,Dagomba,NA,Female,13,NA,JHS Form 1,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,No,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 07:06:20,655,R_iESe6DEnG0Cn7YJ,7.0192829999999997170334609108977019786834716796875,-1.117739999999999955804241835721768438816070556640625,Joyce,NA,Dagomba,NA,Male,15,NA,Class 6,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,No,NA,NA,4 x per week,NA,Yes,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 07:18:49,691,R_8sbjQTow1d0noAi,7.01925500000000024414248400717042386531829833984375,-1.1176850000000000395772303818375803530216217041015625,Joyce,NA,Dagomba,NA,Female,13,NA,Class 5,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,No,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 07:32:56,585,R_chr1IxBfA7uahNP,7.01921000000000017138290786533616483211517333984375,-1.11761700000000008259348760475404560565948486328125,Joyce,NA,Dagomba,NA,Male,12,NA,Class 4,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 07:44:40,1058,R_gxb1yUUsLGNHojA,7.01928199999999957725549393217079341411590576171875,-1.117701999999999973312014844850637018680572509765625,Joyce,NA,Dagomba,NA,Female,17,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",More than 3 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-24 08:04:10,793,R_7fpr3BXcTJpcWA7,7.01924599999999987431920089875347912311553955078125,-1.1176939999999999653113036401919089257717132568359375,Joyce,NA,Dagomba,NA,Female,15,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,Yes,NA,NA,Every day,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dagomba
2019-09-25 03:17:17,1291,R_bJhikLNzTov9OyA,6.8498140000000002913793650805018842220306396484375,-1.1359950000000000880362449606764130294322967529296875,Joyce,NA,Bahankra,NA,Female,16,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",Less than once a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,NA,No,NA,NA,4 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 03:40:29,933,R_mIrG6ELGwEhURsR,6.84978200000000025937652026186697185039520263671875,-1.135971000000000064034111346700228750705718994140625,Joyce,NA,Bahankra,NA,Female,15,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,Yes,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 03:58:56,729,R_1BEUg64YThauSJI,6.84975899999999970901853885152377188205718994140625,-1.13591700000000006554046194651164114475250244140625,Joyce,NA,Bahankra,NA,Female,16,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,Yes,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 04:13:24,610,R_abHWMT1awsnzR5W,6.84977000000000035839775591739453375339508056640625,-1.135979999999999989768184605054557323455810546875,Joyce,NA,Bahankra,NA,Male,18,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,Yes,NA,NA,2 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 04:25:28,648,R_4s7LZO44DiOLfbP,6.849821999999999633246261510066688060760498046875,-1.1359609999999999985220711096189916133880615234375,Joyce,NA,Bahankra,NA,Male,15,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,NA,No,NA,NA,2 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 04:40:25,662,R_10gUy6iB3egmYtp,6.84971300000000038465941543108783662319183349609375,-1.1359600000000000807887090559233911335468292236328125,Joyce,NA,Bahankra,NA,Female,14,NA,JHS Form 1,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 04:52:30,585,R_1xJyhR9jCapDqkn,6.84975199999999961875118970056064426898956298828125,-1.13595500000000004803268893738277256488800048828125,Joyce,NA,Bahankra,NA,Male,17,NA,JHS Form 1,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,5,NA,No,NA,NA,4 x per week,NA,Yes,"Reading,Homework,Exams",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 05:03:35,531,R_cZdoHpkrhYg2UKc,6.8497339999999997672830431838519871234893798828125,-1.1359749999999999570121644865139387547969818115234375,Joyce,NA,Bahankra,NA,Male,17,NA,JHS Form 3,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,Other,Other,NA,Group stopped meeting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 05:16:01,580,R_lG0OpviU217cGDf,6.84977299999999988955323715345002710819244384765625,-1.1359600000000000807887090559233911335468292236328125,Joyce,NA,Bahankra,NA,Male,15,NA,JHS Form 2,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,NA,No,NA,NA,Every day,NA,No,"Homework,Exams",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 05:27:06,636,R_a3BYy7mKhQ3SBvt,6.84975899999999970901853885152377188205718994140625,-1.1359719999999999817674734003958292305469512939453125,Joyce,NA,Bahankra,NA,Female,15,NA,JHS Form 1,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other,NA,No,NA,NA,5 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,Yes,No,"Never, I do not have a kit",I do not have a kit,NA,I do not have a kit,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 05:38:51,608,R_iH0MOcLQFEXFvNL,6.84978999999999960124341669143177568912506103515625,-1.13597400000000003927880243281833827495574951171875,Joyce,NA,Bahankra,NA,Male,13,NA,JHS Form 1,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 05:50:46,529,R_17K5tUGf7NkbwIU,6.8497409999999998575503923348151147365570068359375,-1.135907000000000000028421709430404007434844970703125,Joyce,NA,Bahankra,NA,Male,9,NA,Class 4,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-04-04 07:14:24,1502,R_jWiVTJE1sPGPjL5,6.9876459999999998018438418512232601642608642578125,0.116945999999999994400923242210410535335540771484375,Portia owusu,NA,Kpala Government School,NA,Female,15,NA,Class 6,NA,No,Never,NA,NA,Teachers not allowing us to touch it ourselves,NA,Yes,NA,"I visit with my class, during the library period",Less than once a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,Yes,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams",Not enough lanterns,NA,NA,NA,Yes,Yes,"Never, I do not have a kit",I no longer miss school because of my period,NA,The pads and underwear are difficult to clean,NA,Pieces of cloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kpala Government School
2019-04-04 07:43:49,777,R_9LRgyuUHxFl9s9G,6.98763999999999985135445967898704111576080322265625,0.1169779999999999986481924452164093963801860809326171875,Portia 0wusu,NA,Kpala Government School,NA,Female,16,NA,Class 6,NA,No,Never,NA,NA,Teachers not allowing us to touch it ourselves,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Do not know,NA,No,No,Every time I have my period for the entire period,"I feel more confident and comfortable when I have my period,The kit has not helped me",NA,Not enough underwear to use during my period,NA,Pieces of cloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kpala Government School
2019-04-04 07:57:56,716,R_gnm1LEusT4cVVQO,6.98763500000000004064304448547773063182830810546875,0.1169530000000000014015455462867976166307926177978515625,Portia owusu,NA,Kpala Government School,NA,Female,14,NA,Class 6,NA,Yes,More than 5 times,NA,NA,No problems,NA,Yes,NA,I visit the library during a school break or after school,Less than once a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,No,NA,NA,1 x per week,NA,No,Reading,Group not meeting together,NA,Never assigned a group,NA,Yes,Yes,Every time I have my period for the entire period,The training helped me learn more about my body,NA,Other students make fun of me when they notice me carrying my case at school,NA,Pieces of cloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kpala Government School
2019-04-04 08:18:37,1179,R_coIdjEv6j1KGsum,6.97770799999999979945641825906932353973388671875,0.12173000000000000486721773995668627321720123291015625,Portia owusu,NA,Kpala Private School (IOHCA),NA,Female,17,NA,Class 5,NA,No,Never,NA,NA,No problems,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,3 x per week,NA,Yes,Exams,Charging lanterns takes too long,NA,NA,NA,Yes,Yes,Every time I have my period for the entire period,I feel more confident and comfortable when I have my period,NA,I am embarrassed to wash them,NA,Pieces of cloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kpala Private School (IOHCA)
2019-04-04 08:39:56,671,R_kwd9v7sjzVXs6TR,6.97772099999999984021314958226867020130157470703125,0.12174899999999999611333123539225198328495025634765625,Portia owusu,NA,Kpala Private School (IOHCA),NA,Female,15,NA,Class 5,NA,Yes,1-2 times,NA,NA,No problems,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,2 x per week,NA,No,Homework,Charging lanterns takes too long,NA,NA,NA,Yes,Yes,Every time I have my period for the entire period,I feel more confident and comfortable when I have my period,NA,I am embarrassed to wash them,NA,Pieces of cloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kpala Private School (IOHCA)
2019-04-04 08:52:21,622,R_oiQ15nY535rcUSA,6.97773000000000021003643269068561494350433349609375,0.12173799999999999899014113680095761083066463470458984375,Portia owusu,NA,Kpala Private School (IOHCA),NA,Female,16,NA,Class 6,NA,Yes,1-2 times,NA,NA,No problems,NA,Yes,NA,"I visit with my class, during the library period",Less than once a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,5 x per week,NA,Yes,"Reading,Homework,Exams,Remembering lessons,Dictation","Group not meeting together,Group not meeting often enough",NA,NA,NA,Yes,Yes,Every time I have my period for the entire period,I no longer miss school because of my period,NA,I am embarrassed to wash them,NA,Pieces of cloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kpala Private School (IOHCA)
2019-05-06 00:14:16,389,R_1gNpTdYW3eDHnN7,5.550201416015625,-0.2174072265625,Test,NA,Bepotumtum,NA,Female,20,NA,Class 6,NA,Yes,1-2 times,NA,NA,Difficult to understand,NA,Yes,NA,I have never visited the library.,Less than once a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,NA,Yes,NA,NA,6 x per week,NA,Yes,"Reading,Dictation",Not enough lanterns,NA,NA,NA,No,Yes,"Never, I do not have a kit","Other,The kit has not helped me",NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bepotumtum
2019-05-21 05:02:39,1235,R_ivyMZQ9iIyBBZ6Y,7.123053999999999774672687635757029056549072265625,-0.7952749999999999541699935434735380113124847412109375,Sarah,NA,Mosipanin D/A Basic School,NA,Female,13,NA,JHS Form 3,NA,Yes,3-4 times,NA,NA,No problems,NA,Yes,NA,I visit the library during a school break or after school,1-2 times a week,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,6,NA,No,NA,NA,2 x per week,NA,Yes,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,Never assigned a group,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,Not enough pads to use during my period,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
2019-05-21 05:24:27,1054,R_1mm2jPuk4oLf0t1,5.550201416015625,-0.2174072265625,Sarah,NA,Mosipanin D/A Basic School,NA,Female,13,NA,JHS Form 1,NA,No,Never,NA,NA,Difficult to understand,NA,Yes,NA,I have never visited the library.,I have never visited,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,5,NA,No,NA,NA,1 x per week,NA,Yes,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,Never assigned a group,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,Not enough pads to use during my period,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
2019-09-25 06:00:55,653,R_c3dM2HWctvCy6Hp,6.849774000000000029331204132176935672760009765625,-1.1359649999999998915001242494327016174793243408203125,Joyce,NA,Bahankra,NA,Female,13,NA,Class 5,NA,No,Never,NA,NA,Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,No,No,"Never, I do not have a kit",Other,NA,I do not have a kit,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 06:13:27,520,R_3BmmrL4EfnIsRMk,6.849783999999999650754034519195556640625,-1.1359749999999999570121644865139387547969818115234375,Joyce,NA,Bahankra,NA,Male,13,NA,Class 6,NA,No,Never,NA,NA,Other,NA,Yes,NA,I visit the library during a school break or after school,1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,No,NA,NA,3 x per week,NA,No,"Reading,Homework,Exams,Remembering lessons,Dictation",No Problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
2019-09-25 06:23:13,607,R_anl6U36Qtj2NzEC,6.84979199999999988079935064888559281826019287109375,-1.1360289999999999555058138867025263607501983642578125,Joyce,NA,Bahankra,NA,Female,16,NA,JHS Form 2,NA,No,Never,NA,NA,Other,NA,Yes,NA,"I visit with my class, during the library period",1-2 times a week,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A - This student is not currently in a lantern group,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Never assigned a group,NA,Yes,Yes,Every other month,The training helped me learn more about my body,NA,The pads and underwear are difficult to clean,NA,Disposable Pad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
