StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_4_TEXT,Q1.5,Q1.5_6_TEXT,school_name,Q2_69_TEXT,Q3,Q3_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_5_TEXT,Q18_6_TEXT,Q19,Q19_7_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31_1,Q31_2,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_TEXT,Q40_1,Q81_1,Q81_2,Q81_3,Q38.5,Q38.5_4_TEXT,Q38.5.5,Q38.5.5_4_TEXT,Q79,Q79_3_TEXT,Q41,Q42,Q43,Q80,Q44,Q45,Q82,Q82_13_TEXT,update_date
1/13/25 5:40,NA,NA,NA,NA,Alex,NA,NA,NA,Minya,NA,"MGR Maintenance,Routine Program Evaluation",NA,600,122,12,31,7,NA,29,10,NA,16,9,NA,NA,It works perfectly,NA,NA,NA,NA,No,NA,Yes,Stolen,NA,12,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-13
1/15/25 2:48,NA,R_l3bwYci9m05Upiv,5.797861,0.654184,Alex,NA,NA,NA,Alorkpem Island,NA,"MGR Maintenance,Routine Program Evaluation",NA,892,192,10,88,30,NA,62,22,NA,21,17,NA,NA,It works perfectly,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-15
1/15/25 3:40,NA,NA,NA,NA,"Alex, Peace",NA,NA,NA,Pediatorkope,NA,"MGR Maintenance,Routine Program Evaluation",NA,1200,315,14,83,37,NA,93,38,NA,27,29,NA,NA,It works perfectly,NA,NA,NA,NA,Yes,NA,No,NA,10,10,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-15
1/16/25 2:29,NA,NA,NA,NA,"Alex, Peace",NA,NA,NA,Bomigo,NA,"MGR Maintenance,Routine Program Evaluation",NA,700,130,5,37,17,NA,36,11,NA,41,2,NA,NA,It works perfectly,NA,NA,NA,NA,No,NA,No,NA,14,17,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,"They have computers, but they're from a different NGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-16
1/20/25 4:30,NA,R_0h9UBx9EEImjeF8,5.897836,-0.27639,Alex,NA,NA,NA,Obosonu,NA,MGR Maintenance,NA,1050,233,9,42,23,NA,69,23,NA,23,18,NA,NA,It works perfectly,NA,NA,NA,NA,No,NA,No,NA,21,21,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-20
1/21/25 2:42,NA,NA,NA,NA,"Alex, Peace",NA,NA,NA,Dedenya,NA,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,1500,500,16,160,58,NA,155,40,NA,14,30,NA,NA,It works perfectly,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-21
1/28/25 3:02,NA,NA,NA,NA,"Alex, Peace",NA,NA,NA,Amuyaokope,NA,"MGR Maintenance,Routine Program Evaluation",NA,600,296,14,81,NA,NA,36,30,NA,24,20,NA,NA,There is another part broken (please specify):,"3 legs broken, and is repaired","3 legs broken, and is repaired",NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-28
1/28/25 3:29,NA,NA,NA,NA,"Alex, Peace",NA,NA,NA,Luta,NA,"MGR Maintenance,Routine Program Evaluation",NA,500,130,13,28,22,NA,63,16,NA,20,12,NA,NA,It works perfectly,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-28
2/12/25 3:26,NA,NA,NA,NA,Richard,NA,NA,NA,Mobia,NA,"Routine Program Evaluation,Project Update Visit",NA,2080,176,1,23,0,NA,0,0,NA,0,0,NA,NA,It works perfectly,NA,NA,NA,NA,No,NA,No,NA,20,20,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-12
2/20/25 2:31,NA,NA,NA,NA,"Richard, Alex, Peace",NA,NA,NA,Mansokwa,NA,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,600,123,11,37,12,NA,38,14,NA,30,10,NA,NA,"The merry go round works well, but the charging station and solar panels have problems",NA,NA,NA,NA,No,NA,No,NA,24,2,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Other,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-20
2/24/25 5:00,NA,NA,NA,NA,Isaac,NA,NA,NA,Akwanserem D/A Basic School,NA,"MGR Maintenance,Project Update Visit",NA,710,185,9,54,15,NA,31,0,NA,0,0,NA,NA,"It has trouble spinning, need to be fixed",NA,NA,NA,NA,No,NA,Yes,Broken,14,14,Yes,NA,NA,NA,1-2 times in a term,1- This does not describe our school,1- This does not describe our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-24
4/2/25 7:24,NA,NA,NA,NA,Richard,NA,NA,NA,Essam,NA,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,1600,73,5,10,No,NA,No,No,NA,No,No,NA,NA,It works perfectly,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,They don't use them,1- This does not describe our school,1- This does not describe our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-02
2022-10-06 6:55:46,538,R_9AdDl486XWDX3hu,6.538276,-0.605733,Richard,NA,NA,NA,Ntomem,NA,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,1500,800,15,122,34,NA,30,34,NA,20,30,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,0,0,Yes,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2022-10-06
2023-03-02 4:07:11,559,R_cbLPk0m3Cx4jLs3,6.231194,-0.057426,Richard,NA,NA,NA,Yonguase,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1900,190,7,40,14,NA,40,12,NA,31,8,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,0,10,10,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-03-02
2023-02-20 5:42:50,428,R_dMEIu6VJqUTCZ0a,5.95849,-0.205793,Richard,NA,NA,NA,Attabui,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,1200,228,18,72,28,NA,57,12,NA,13,Not yet. Still checking results,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2023-02-20
2023-02-14 4:20:31,2987,R_i7FjpUdtuR7wpKl,6.326831,-0.677472,Richard,NA,NA,NA,Wekpeti Abresu,NA,"MGR Maintenance,Surveyor Team Visit,Project Update Visit",NA,1200,120,9,77,41,NA,41,41,NA,19,41,NA,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,No,NA,0,12,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-02-14
2023-02-20 7:35:47,371,R_09WPQ7XEcunQmRd,5.919704,-0.161134,Richard,NA,NA,NA,Adenya,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,400,84,10,27,5,NA,28,11,NA,Still checking results,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Yes,5,16,14,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-02-20
2023-02-20 4:26:41,717,R_dBq4xV90oYaSKyh,5.963754,-0.219562,Isaac,NA,NA,NA,Ntomem,NA,"MGR Maintenance,Surveyor Team Visit,Project Update Visit",NA,2100,596,10,66,32,NA,180,38,NA,24,N/A,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,16,15,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-02-20
2023-02-15 4:21:09,653,R_gyO6WgI7MIP8R3f,6.372071,-1.063662,Richard,NA,NA,NA,Bepotumtum,NA,"Surveyor Team Visit,Project Update Visit",NA,980,149,7,25,10,NA,25,12,NA,21,N/A,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,8,5,3,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2023-02-15
2023-02-14 6:42:53,583,R_dH87FQfxqjQPAcd,6.305701,-0.721928,Richard,NA,NA,NA,Ekorso Akwadum,NA,"MGR Maintenance,Surveyor Team Visit,Project Update Visit",NA,2000,263,67,21,21,NA,67,20,NA,18,N/A,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-02-14
2023-03-14 4:01:09,1161,R_nG0Vs7DBIjSovDF,5.912206,-0.256356,Richard,NA,NA,NA,Other,Ankwasu,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,5300,300,17,87,28,NA,89,34,NA,24,30,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,3,12,10,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA,2023-03-14
2023-03-22 7:21:55,742,R_bhMjsBuL32q1g93,5.814526,0.72805,Richard,NA,NA,NA,Other,Bomigo,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,600,167,9,35,18,NA,30,18,NA,25,10,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,22,22,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2023-03-22
2023-04-12 2:56:25,4185,R_msJ0S7Wl2TS8lfL,5.93566,0.338888,Richard,NA,NA,NA,Amuyaokope,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,1500,270,11,86,33,NA,74,19,NA,27,14,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-04-12
2023-04-14 2:29:38,703,R_0jsCGQ0OwWnx2qq,5.972241,0.423937,Richard,NA,NA,NA,Madavunu,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,560,205,7,65,20,NA,40,15,NA,21,13,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,0,15,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library",NA,"Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA,2023-04-14
2023-04-12 6:04:23,536,R_lIFsVpVmu0Owlxo,5.986397,0.357028,Richard,NA,NA,NA,Luta,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1200,148,14,101,23,NA,47,16,NA,20,12,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-04-12
2023-04-19 3:57:38,3315,R_cTtO8wlGQco5ZF2,5.519211,-0.868392,Richard,NA,NA,NA,Mansokwa,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,100,158,12,44,7,NA,42,11,NA,21,5,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,10,26,25,Yes,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-04-19
2023-04-14 4:12:10,1487,R_kWHJhtMSVNIgvLZ,5.983474,0.402017,Richard,NA,NA,NA,Terhey,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,143,8,85,18,NA,39,22,NA,NA,22,1-2 km,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,15,15,No,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"No, they need a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-04-14
2023-05-25 6:37:35,758,R_0W6Q5Y0HMWHCjMk,5.29984,-2.071878,George,NA,NA,NA,Wangarakrom-Tarkuea,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,3800,384,11,85,33,NA,32,14,NA,22,10,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,26,13,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA,2023-05-25
2023-10-24 4:12:34,3573,R_dhFRJdupONLeUWv,6.326044,-0.683595,Richard,NA,NA,NA,Ntomem,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,600,189,10,70,18,NA,49,11,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,No,NA,13,13,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-10-24
2023-10-24 7:07:54,1549,R_hXn8JhvkiVa2O3d,6.295118,-0.629748,Richard,NA,NA,NA,Begoro,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,800,194,16,78,20,NA,64,20,NA,20,18,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2 times in a term,5- This describes our school,3- This describes our school a little bit,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-10-24
2023-10-27 4:41:44,1451,R_9dbMN5kl2zVyM1Y,6.220658,-0.347632,Richard,NA,NA,NA,Ferekoroba,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,900,114,19,25,10,NA,15,20,NA,18,18,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-10-27
2023-10-10 6:40:38,4476,R_bgpBt0MR6ve8NlQ,5.299919,-2.07194,George,NA,NA,NA,Wangarakrom,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,3000,350,7,94,32,NA,32,21,NA,22,15,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,11,4,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA,2023-10-10
2023-10-11 5:27:26,634,R_aUCpaSkbQL6lzy2,5.097278,-1.955916,George,NA,NA,NA,Community 3,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Other",Menstrual kits distribut,1000,210,9,95,9,NA,9,4,NA,Yet to receive results,Yet to receive results,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,0,0,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-10-11
2023-10-11 8:21:23,2079,R_4DSU1bsJjXcJtaP,NA,NA,George,NA,NA,NA,Community 9,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Other",Menstrual kits distribution,1500,265,9,180,5,NA,5,10,NA,Results yet,Results not yet,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,9,9,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-10-11
2023-10-23 3:34:53,1464,R_hnz7aLlG2ZnjLnZ,5.862967,0.031949,George,NA,NA,NA,Dedenya,NA,Routine Program Evaluation,NA,1000,420,16,167,44,NA,44,48,NA,24,28,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA,2023-10-23
2023-10-23 4:22:45,857,R_78eJWTKiV7pZhqu,5.848264,0.046957,George,NA,NA,NA,Mampong Shai,NA,Routine Program Evaluation,NA,800,275,15,109,28,NA,28,20,NA,16,10,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA,2023-10-23
2023-10-23 7:54:59,776,R_bWFjgeWPT4XdVB7,NA,NA,George,NA,NA,NA,Minya,NA,Routine Program Evaluation,NA,600,145,14,48,18,NA,17,9,NA,18,5,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,7,18 broken replaced,18,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA,2023-10-23
2023-10-24 3:30:28,1355,R_lkL4YYSBgm7rL06,NA,NA,George,NA,NA,NA,Madavunu,NA,Routine Program Evaluation,NA,1200,219,8,60,25,NA,66,13,NA,18,9,NA,NA,NA,NA,NA,NA,NA,Other,NA,No,NA,11,11,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2023-10-24
